registered_year,engine_capacity,insurance,transmission_type,kms_driven,owner_type,fuel_type,max_power,seats,mileage,body_type
2018,1199,3,1,33000,2,4,88,5,17.5,21
2019,1197,0,1,33000,1,4,78,5,21.63,7
2018,1199,3,0,55374,1,4,88,5,18.2,7
2018,1497,3,1,57243,1,4,117,5,17.4,19
2014,1197,4,0,65187,1,4,78,5,21.63,7
2014,1197,3,1,80000,2,4,78,5,18.9,7
2019,1197,0,1,33000,1,4,78,5,21.63,7
2019,1197,0,1,38942,1,4,81,5,20.7,7
2017,1248,3,1,67646,1,1,88,5,21.63,21
2016,1197,4,1,47118,1,4,82,5,18.9,7
2019,1493,3,1,33000,1,1,100,5,17.29,21
2019,1197,3,1,40000,1,4,78,5,20.3,7
2014,1197,3,1,60000,1,4,78,5,17.0,7
2014,1197,3,1,60000,1,4,78,5,17.0,7
2019,1197,3,1,50000,1,4,88,5,21.63,19
2014,1197,3,1,40000,2,4,78,5,19.81,7
2014,1405,3,1,80000,2,1,78,5,17.0,19
2015,1197,4,1,72796,1,4,78,5,21.63,7
2019,1462,3,1,44809,1,4,103,5,19.01,16
2017,1197,3,1,77168,2,4,78,5,21.63,7
2019,1197,0,1,33000,1,4,81,5,18.9,7
2016,1197,4,1,80000,1,4,81,5,18.6,7
2019,1197,3,1,33000,1,0,78,5,21.63,7
2019,1462,3,1,33000,1,4,103,5,20.65,19
2019,1199,3,1,63190,1,4,84,5,21.63,7
2015,1197,4,1,63838,2,4,78,5,20.51,7
2017,1461,0,0,80000,1,1,108,5,19.61,21
2019,1197,0,1,44626,1,4,81,5,18.9,7
2018,1197,3,1,80000,1,0,78,5,21.63,7
2014,1498,3,1,80000,1,1,118,5,17.0,21
2019,1197,3,1,70000,1,4,81,5,21.01,7
2015,1197,3,1,70000,1,4,82,5,18.9,7
2014,1498,3,1,70000,1,1,118,5,17.0,16
2014,1498,3,1,80000,5,1,80,5,17.0,16
2019,1199,3,1,33000,1,4,86,5,19.33,7
2019,1197,3,1,70000,2,4,81,5,21.21,19
2018,1498,3,0,80000,1,1,108,5,21.63,19
2017,1197,4,1,41866,2,4,81,5,18.9,7
2019,1197,0,1,52141,1,4,98,5,20.0,21
2018,1199,3,1,41852,2,4,84,5,21.63,7
2019,1197,3,1,80000,1,0,78,5,21.63,7
2018,1498,0,1,80000,1,1,118,5,21.63,19
2014,1197,4,1,70344,1,4,88,5,21.63,7
2018,1197,3,1,69705,1,4,78,5,20.51,7
2019,1197,3,1,51452,1,1,78,5,21.63,19
2019,1197,3,1,33000,1,4,81,5,18.6,7
2019,1498,3,1,42221,1,1,105,5,17.0,21
2019,1197,3,1,33000,1,4,98,5,20.5,19
2019,1199,3,1,33000,1,4,86,5,19.33,7
2014,1399,3,1,80000,2,1,78,5,20.0,7
2014,1197,3,1,60000,3,4,78,5,20.51,7
2014,1198,3,1,80000,2,4,78,5,18.06,7
2018,1199,3,1,60000,1,4,88,5,17.5,21
2014,1498,3,1,80000,1,1,98,5,21.63,19
2017,1498,3,1,70000,1,1,118,5,19.67,21
2017,1197,3,1,33000,1,4,83,5,21.4,7
2018,1396,0,1,80000,1,1,88,5,21.63,21
2018,1197,4,1,42155,2,4,78,5,21.63,7
2017,1248,3,1,56523,1,1,78,5,21.63,7
2018,1498,4,1,50535,2,4,118,5,17.0,19
2019,1197,4,1,52604,1,0,78,5,21.63,7
2018,1248,3,1,71728,2,1,78,5,21.63,19
2019,1197,0,1,44769,1,0,78,5,21.63,7
2018,1197,4,1,33000,1,4,81,5,18.9,7
2019,1462,3,1,38754,1,4,103,5,20.65,19
2016,1461,4,0,56156,1,1,108,5,19.6,21
2019,1197,0,1,74490,1,4,81,5,21.21,19
2014,1496,3,1,60000,2,4,88,5,17.6,19
2019,1199,3,1,40000,2,4,118,5,17.33,21
2018,1498,3,1,50000,2,1,105,5,17.0,21
2014,1197,3,1,80000,1,4,78,5,21.63,7
2014,1461,3,1,80000,2,1,108,5,19.01,21
2016,1498,3,1,33000,1,4,118,5,17.0,21
2014,1498,3,1,80000,2,1,118,5,17.0,21
2019,1197,3,1,40000,1,4,78,5,21.63,7
2018,1364,3,1,80000,1,1,78,5,21.63,7
2018,1197,0,0,80000,1,4,88,5,21.63,7
2019,1498,3,1,74397,2,4,118,5,17.0,19
2018,1197,3,1,52286,1,4,78,5,20.51,7
2019,1197,3,0,50050,1,4,118,5,18.15,21
2019,1197,3,1,33000,1,4,88,5,21.63,7
2019,1198,3,1,33000,1,4,78,5,18.97,7
2018,1396,3,1,43857,1,1,88,5,21.63,7
2019,1197,3,0,33000,1,4,81,5,20.7,7
2019,1197,3,1,33000,1,4,88,5,21.63,19
2019,1497,4,1,33000,2,1,88,5,21.63,7
2016,1248,4,1,80000,2,1,78,5,21.63,7
2019,1493,3,1,33000,1,1,100,5,17.29,21
2014,1197,3,1,80000,1,4,80,5,18.5,7
2018,1197,3,1,40000,1,1,78,5,21.63,7
2019,1498,3,1,70000,2,1,118,5,17.41,21
2017,1198,3,1,80000,1,4,78,5,18.06,7
2016,1199,3,1,60000,3,4,88,5,18.7,7
2014,1197,3,1,60000,1,3,78,5,17.0,7
2014,1197,3,1,60000,1,3,78,5,17.0,7
2014,1197,3,1,80000,1,4,78,5,20.36,7
2019,1197,3,1,33000,1,4,83,5,21.4,7
2019,1197,3,1,77639,1,4,78,5,21.63,7
2019,1197,0,1,34900,1,0,78,5,21.63,7
2017,1498,3,1,80000,1,4,104,5,17.0,21
2019,1462,4,0,35941,1,4,101,5,20.27,16
2019,1199,3,1,33000,1,4,86,5,19.33,7
2019,1197,3,1,33000,1,4,81,5,20.7,7
2019,1462,3,1,33000,1,4,103,5,17.03,21
2019,1197,3,1,80000,2,0,78,5,21.63,19
2018,1197,3,1,50000,1,4,78,5,20.51,7
2017,1248,3,1,80000,1,1,88,5,21.63,21
2014,1197,3,1,33000,1,4,78,5,17.0,7
2019,1197,3,0,33000,1,4,108,5,17.0,7
2019,1199,3,1,33000,1,4,86,5,19.33,7
2019,1197,3,1,33000,2,1,78,5,21.63,14
2014,1197,3,1,70000,2,4,78,5,19.7,7
2019,1496,3,0,70248,1,4,105,5,17.8,19
2019,1197,0,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,34978,1,4,78,5,21.63,7
2019,1197,3,1,33000,1,4,81,5,20.7,7
2019,1197,3,1,33000,1,4,118,5,18.0,21
2019,1199,3,1,33000,1,0,78,5,21.63,7
2018,1498,3,1,71764,1,1,118,5,19.67,21
2016,1248,3,1,50000,1,1,88,5,21.63,21
2017,1498,3,1,80000,1,1,118,5,17.0,21
2019,1197,3,1,40000,1,4,108,5,17.0,21
2019,1498,3,1,40000,1,1,118,5,17.41,21
2018,1199,3,1,40000,2,4,84,5,21.63,7
2019,1197,3,1,33000,1,4,81,5,21.01,7
2019,1199,3,1,50000,1,4,83,5,20.3,19
2015,1197,3,1,40000,1,4,78,5,21.63,7
2017,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,40000,1,4,81,5,21.01,7
2019,1197,3,1,33000,1,4,81,5,21.01,7
2014,1248,3,1,80000,2,1,78,5,19.3,19
2014,1197,3,1,50000,1,4,78,5,18.9,7
2019,1497,3,1,60000,1,1,118,5,17.3,16
2018,1197,3,0,50000,1,4,81,5,21.63,19
2014,1197,3,1,80000,3,4,78,5,17.0,19
2018,1248,3,1,80000,1,1,88,5,21.63,16
2014,1498,3,1,70000,5,4,109,5,17.0,19
2014,1197,3,1,40000,1,4,78,5,21.63,7
2014,1197,3,1,80000,2,4,80,5,17.0,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2015,1197,3,1,33000,1,4,78,5,20.51,7
2016,1493,3,1,80000,1,1,100,5,18.49,21
2017,1197,3,1,60000,1,1,78,5,21.63,7
2019,1197,3,1,33000,1,4,113,5,19.2,21
2019,1197,3,1,33000,2,4,81,5,18.6,7
2017,1461,3,1,60000,2,1,83,5,21.04,16
2014,1461,3,1,50000,2,1,84,5,21.63,19
2019,1197,3,1,33000,1,4,83,5,21.4,7
2014,1498,3,1,80000,2,1,112,5,17.0,16
2015,1248,3,1,80000,1,1,78,5,21.63,19
2017,1197,3,1,60000,1,1,78,5,21.63,7
2014,1498,3,1,80000,2,1,102,5,17.0,16
2014,1396,3,1,80000,3,1,78,5,21.63,19
2015,1498,3,1,80000,2,1,118,5,17.0,21
2019,1197,3,1,33000,1,4,81,5,21.01,7
2017,1493,3,1,60000,1,1,100,5,18.49,21
2019,1462,3,1,33000,1,4,103,5,17.03,21
2014,1498,3,1,80000,2,1,118,5,17.0,21
2014,1498,3,1,80000,5,1,116,5,17.0,21
2019,1199,3,1,33000,1,0,78,5,21.63,7
2014,1248,5,1,80000,1,1,78,5,21.63,7
2015,1498,3,1,51059,2,1,98,5,21.63,19
2019,1353,5,1,33000,1,4,118,5,17.0,16
2016,1493,3,1,80000,1,1,100,5,18.49,21
2016,1248,4,1,80000,1,1,88,5,21.63,19
2018,1198,5,1,33000,1,4,78,5,19.44,16
2015,1248,5,1,80000,1,1,88,5,21.63,19
2017,1197,4,1,40146,1,4,81,5,18.9,7
2014,1498,5,1,80000,2,1,118,5,17.0,21
2019,1498,5,1,33000,1,1,98,5,21.63,21
2014,1498,5,1,51288,1,1,118,5,17.0,21
2014,1198,5,1,80000,1,4,78,5,17.0,7
2018,1198,5,1,33000,2,1,78,5,21.63,7
2014,1396,5,1,80000,2,1,88,5,21.63,19
2014,1197,5,1,80000,1,4,78,5,19.7,7
2014,1396,5,1,80000,1,1,78,5,21.63,7
2017,1396,5,1,80000,1,1,88,5,21.38,21
2017,1197,5,1,40506,1,4,78,5,21.63,7
2017,1498,3,1,80000,1,1,99,5,21.63,7
2014,1198,4,1,49293,2,4,86,5,19.4,7
2015,1364,5,1,80000,1,1,78,5,21.63,7
2019,1497,5,1,80000,1,1,108,5,21.5,21
2015,1498,5,1,80000,1,1,118,5,21.63,19
2014,1197,5,1,80000,1,4,78,5,18.9,7
2014,1498,3,0,80000,2,4,118,5,17.0,19
2018,1198,5,1,49681,1,4,86,5,17.8,19
2019,1197,3,1,33000,1,4,78,5,19.17,21
2016,1248,5,1,58427,1,1,78,5,21.63,7
2014,1198,5,1,63488,5,4,78,5,17.0,7
2014,1197,5,1,80000,2,4,78,5,17.92,7
2014,1498,5,1,80000,1,4,118,5,17.0,19
2014,1197,5,1,63076,2,3,78,5,17.0,7
2015,1197,5,1,80000,1,4,78,5,20.51,7
2015,1498,5,1,72828,1,1,118,5,17.0,21
2018,1373,5,1,33000,1,4,91,5,20.73,19
2019,1498,5,1,70504,1,1,93,5,21.63,19
2016,1198,3,1,80000,3,1,78,5,21.63,21
2019,1197,5,1,55911,1,0,78,5,21.63,19
2014,1197,3,1,80000,2,4,78,5,20.36,7
2018,1248,5,1,74225,1,1,78,5,21.63,19
2014,1197,5,1,76344,1,4,78,5,18.2,7
2017,1248,3,1,80000,1,1,88,5,21.63,21
2019,1199,5,1,80000,1,4,88,5,18.6,19
2016,1197,5,1,70991,1,4,78,5,18.16,7
2017,1199,0,1,38362,1,4,88,5,18.7,7
2015,1248,5,1,80000,1,1,78,5,21.63,19
2014,1498,4,1,80000,1,1,102,5,17.0,16
2015,1461,5,1,80000,2,1,108,5,19.98,16
2018,1498,5,1,80000,1,1,108,5,21.13,19
2014,1197,4,1,80000,1,4,78,5,20.92,7
2014,1197,5,1,33000,1,4,78,5,19.7,7
2014,1498,5,0,80000,2,1,118,5,17.0,21
2014,1498,5,1,70825,2,1,118,5,17.0,21
2014,1197,3,1,75238,3,4,78,5,17.0,19
2014,1197,5,1,80000,2,4,80,5,17.0,7
2014,1498,5,1,80000,1,1,118,5,17.0,21
2019,1498,5,1,33000,1,4,118,5,18.6,19
2014,1197,3,1,74318,1,4,78,5,21.1,7
2014,1248,5,1,80000,2,1,78,5,20.3,7
2019,1197,5,1,33000,1,4,81,5,17.52,21
2015,1498,5,0,72905,1,1,118,5,17.0,19
2014,1197,3,1,80000,2,4,78,5,19.81,7
2019,1197,5,1,34863,1,1,78,5,21.63,7
2017,1197,3,1,33000,1,4,81,5,20.89,7
2014,1498,5,1,80000,1,1,98,5,21.63,19
2015,1197,4,1,80000,2,4,82,5,19.1,19
2019,1197,5,1,42847,1,4,81,5,21.21,7
2019,1493,5,1,33423,1,1,98,5,21.63,7
2019,1199,5,1,60155,1,4,83,5,20.3,19
2014,1197,5,1,33000,2,4,78,5,19.81,7
2016,1197,5,1,33000,1,4,78,5,21.1,7
2019,1353,5,1,33000,1,4,113,5,17.0,21
2019,1497,5,1,80000,1,1,108,5,21.5,21
2019,1199,3,1,49092,1,4,84,5,19.01,7
2015,1364,3,1,80000,2,1,78,5,21.63,19
2019,1498,3,0,33000,1,4,118,5,17.0,19
2014,1498,3,0,33000,3,4,118,5,18.1,13
2017,1498,3,0,42001,1,1,118,5,17.42,19
2014,1498,3,0,61000,1,1,118,5,17.0,19
2014,1498,3,0,33000,1,4,118,5,17.0,19
2016,1498,3,0,65023,3,4,118,5,17.0,19
2019,1498,3,0,33000,2,1,118,5,17.0,21
2017,1498,3,0,34123,1,4,118,5,17.0,19
2019,1498,3,0,43000,1,1,118,5,20.37,19
2019,1498,3,0,54000,1,1,118,5,17.05,21
2019,1498,3,0,44000,1,1,118,5,17.0,19
2016,1498,3,0,65003,2,4,118,5,17.0,0
2015,1498,3,0,60234,2,1,118,5,18.53,19
2017,1498,3,0,53580,1,1,118,5,17.9,21
2018,1498,3,0,34000,2,4,118,5,17.0,19
2018,1498,3,0,54000,2,1,118,5,17.0,19
2019,1498,3,0,33000,2,4,118,5,17.0,21
2019,1498,3,0,33000,2,4,118,5,17.0,21
2017,1498,4,1,41709,1,1,98,5,21.63,21
2017,1498,4,1,41781,1,1,98,5,21.63,21
2019,1497,4,0,33000,1,1,113,5,21.63,21
2015,1199,4,1,33000,1,4,88,5,18.7,7
2014,1199,3,1,80000,1,1,78,5,21.63,7
2014,1197,3,1,80000,2,4,78,5,20.36,7
2019,1497,3,1,33000,1,4,117,5,17.4,19
2014,1197,3,1,80000,2,4,78,5,21.63,7
2018,1197,3,1,78000,1,4,81,5,20.89,7
2019,1197,4,0,33000,1,4,78,5,21.63,7
2014,1364,3,1,80000,1,1,78,5,21.63,19
2019,1197,3,1,33000,1,4,81,5,20.52,7
2019,1197,3,1,73114,1,4,81,5,21.01,7
2014,1197,3,1,75000,1,4,78,5,20.36,7
2016,1248,3,1,80000,1,1,88,5,21.63,19
2014,1197,4,1,80000,1,4,81,5,18.6,7
2014,1396,4,1,65421,1,1,78,5,21.63,19
2019,1498,4,0,42000,2,1,118,5,20.68,21
2016,1197,4,1,80000,2,4,78,5,21.63,7
2018,1197,3,1,33000,1,4,78,5,20.3,7
2018,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,0,1,33000,1,4,78,5,21.63,7
2017,1197,0,1,33000,2,4,78,5,21.63,7
2015,1248,3,1,43370,2,1,78,5,21.63,7
2018,1197,4,1,80000,1,4,81,5,21.21,19
2014,1248,4,1,56357,1,1,78,5,21.63,19
2018,1498,3,0,36000,1,1,118,5,21.63,19
2014,1197,3,1,60000,2,4,82,5,18.9,7
2018,1197,3,1,70000,1,0,78,5,21.63,14
2014,1248,3,1,80000,3,1,88,5,21.5,19
2019,1498,4,0,33000,2,1,118,5,17.0,21
2014,1197,3,1,80000,1,4,78,5,20.36,7
2019,1199,3,1,33000,1,4,86,5,20.09,21
2018,1197,3,1,70000,1,0,78,5,21.63,14
2019,1197,3,1,47714,1,4,78,5,21.63,7
2019,1199,0,0,33000,1,4,84,5,20.09,7
2019,1497,4,0,46518,2,4,117,5,18.0,19
2019,1197,3,1,61703,1,4,78,5,21.63,7
2019,1197,3,1,33960,1,4,78,5,21.63,7
2019,1197,3,1,40291,2,4,110,5,17.0,21
2016,1498,4,0,80000,1,1,118,5,17.01,21
2016,1461,3,1,53872,1,1,83,5,19.87,21
2014,1364,3,1,80000,1,1,78,5,21.63,7
2016,1498,3,0,75000,2,1,118,5,17.0,21
2014,1498,3,1,80000,3,1,118,5,17.0,21
2014,1197,3,1,80000,2,4,78,5,21.63,7
2018,1498,3,0,48000,1,1,118,5,17.42,19
2019,1197,3,1,33000,1,4,88,5,21.63,7
2018,1396,4,1,67076,1,1,88,5,21.63,7
2019,1197,0,0,33000,1,4,81,5,20.7,7
2019,1199,0,1,33000,1,4,118,5,17.57,21
2019,1462,0,1,33000,1,4,103,5,20.65,19
2019,1197,3,1,65131,2,4,81,5,21.21,19
2018,1197,3,1,43312,1,4,88,5,21.63,7
2018,1498,3,1,80000,1,1,98,5,21.63,21
2019,1197,0,0,80000,3,4,81,5,19.56,7
2019,1498,4,0,33000,1,1,118,5,17.0,19
2015,1461,3,1,80000,1,1,83,5,20.45,21
2019,1498,3,0,40000,1,4,118,5,17.0,19
2014,1497,3,1,80000,3,4,116,5,17.0,19
2014,1399,3,1,80000,1,1,78,5,20.0,7
2019,1197,3,1,33000,1,4,81,5,18.6,7
2014,1197,3,1,80000,1,4,78,5,20.92,7
2015,1498,4,0,60000,1,1,118,5,17.0,21
2019,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,37842,1,4,81,5,20.52,7
2018,1197,3,1,41226,2,4,78,5,21.63,7
2018,1498,4,0,56000,2,1,118,5,17.0,21
2019,1498,0,1,62397,1,1,98,5,21.63,21
2019,1197,3,1,44867,2,4,108,5,18.97,19
2018,1197,0,1,65143,1,4,78,5,21.63,7
2015,1248,4,1,80000,2,1,88,5,21.63,19
2018,1197,3,1,33000,2,4,78,5,21.63,7
2014,1197,3,1,80000,1,4,78,5,19.7,7
2017,1498,3,0,80000,2,1,118,5,17.0,21
2016,1498,4,0,33000,1,1,118,5,17.0,21
2017,1197,3,1,60000,3,4,78,5,21.1,7
2014,1498,3,0,80000,1,1,105,5,17.0,19
2014,1498,3,0,80000,2,1,118,5,17.0,21
2019,1498,4,0,33000,2,1,118,5,17.0,21
2019,1197,3,1,47289,2,4,78,5,18.75,21
2019,1496,0,1,38874,1,4,105,5,17.1,19
2019,1197,0,1,33567,1,4,81,5,21.0,7
2019,1462,0,1,34541,1,4,103,5,17.03,21
2019,1197,3,1,37288,1,4,81,5,21.01,7
2018,1248,0,1,52948,1,1,78,5,21.63,7
2018,1197,3,1,46184,2,4,81,5,18.6,7
2019,1199,0,1,33000,1,4,118,5,17.57,21
2019,1498,4,0,33000,1,1,118,5,20.37,21
2014,1197,3,1,80000,3,4,85,5,17.5,19
2015,1197,3,1,60000,2,4,78,5,20.3,7
2014,1498,3,1,80000,2,1,118,5,17.0,21
2014,1197,3,1,80000,2,4,78,5,18.2,7
2014,1498,3,1,80000,1,1,118,5,17.0,21
2014,1498,3,1,80000,3,1,118,5,17.67,21
2017,1198,3,1,51201,2,4,82,5,18.15,21
2019,1197,3,1,33000,1,4,78,5,21.63,7
2018,1197,0,1,80000,1,4,81,5,21.21,19
2015,1498,4,0,55000,1,4,118,5,17.0,19
2016,1396,4,1,80000,3,1,88,5,21.63,7
2018,1197,3,1,53237,1,4,78,5,21.63,7
2018,1248,3,1,49627,1,1,78,5,21.63,19
2019,1498,4,0,55000,1,1,118,5,17.0,21
2019,1197,3,1,33000,1,4,78,5,21.63,7
2019,1462,3,1,33000,2,4,103,5,17.03,21
2019,1497,0,1,33000,1,4,113,5,17.0,21
2018,1498,4,0,55000,2,1,118,5,21.63,19
2019,1197,3,1,40000,1,4,81,5,18.6,7
2014,1248,3,1,80000,1,1,78,5,21.63,7
2019,1462,3,1,40000,1,4,103,5,17.03,21
2019,1396,3,1,70000,2,1,88,5,21.63,7
2019,1197,3,1,33000,1,4,78,5,21.63,7
2014,1497,3,1,80000,1,4,78,5,17.7,19
2016,1197,3,1,46499,2,4,78,5,21.63,7
2019,1197,3,1,62391,1,4,78,5,20.0,16
2019,1197,3,1,67492,1,4,81,5,20.52,7
2019,1197,0,0,33000,1,4,86,5,19.65,7
2019,1462,0,1,33000,2,4,103,5,17.03,21
2018,1197,0,1,56156,1,4,78,5,21.63,7
2017,1199,3,1,73344,2,4,84,5,20.3,19
2018,1197,0,1,65979,1,4,78,5,21.63,7
2019,1197,3,0,33000,1,4,108,5,17.0,19
2016,1248,3,1,80000,2,1,88,5,21.63,21
2019,1493,3,0,80000,1,1,113,5,17.8,21
2014,1498,3,1,80000,1,1,98,5,21.63,19
2018,1461,3,1,70000,1,1,84,5,21.63,19
2014,1498,3,0,80000,2,1,118,5,17.0,19
2014,1498,3,0,60000,2,1,118,5,17.68,19
2019,1197,0,1,33000,1,4,78,5,20.0,16
2014,1498,3,1,80000,2,1,78,5,17.0,21
2019,1197,4,1,33000,1,4,78,5,21.63,7
2019,1248,0,0,45739,1,1,88,5,21.63,21
2019,1496,3,0,36453,1,4,105,5,17.8,19
2017,1248,3,1,80000,1,1,78,5,21.63,7
2014,1498,4,0,80000,3,1,118,5,17.0,21
2018,1197,3,0,44491,2,4,83,5,21.4,7
2019,1197,3,1,51193,1,4,81,5,21.21,7
2016,1248,4,1,68917,1,1,78,5,21.63,19
2015,1498,3,1,50000,1,1,98,5,21.63,19
2019,1197,3,1,50000,1,4,81,5,20.52,7
2014,1197,3,1,80000,2,4,82,5,18.5,7
2014,1199,3,1,80000,5,1,78,5,21.63,7
2016,1498,3,1,80000,1,1,118,5,19.67,21
2017,1498,3,1,63817,1,4,118,5,17.0,21
2014,1197,4,1,80000,2,4,78,5,21.63,7
2014,1248,4,1,62554,1,1,78,5,21.63,19
2019,1493,4,0,33000,1,1,113,5,18.0,21
2019,1497,3,0,33000,2,4,113,5,17.0,21
2018,1197,3,1,69553,1,4,88,5,21.63,7
2017,1498,3,0,44000,2,1,118,5,17.0,21
2016,1364,3,1,73671,2,1,78,5,21.63,19
2017,1373,4,1,63705,2,4,91,5,20.73,19
2019,1197,3,1,33000,1,4,78,5,21.63,7
2019,1197,3,1,80000,1,4,81,5,20.5,19
2019,1197,3,1,70000,1,4,86,5,18.16,7
2014,1498,3,0,80000,2,1,118,5,17.0,19
2014,1197,3,1,80000,1,4,78,5,20.36,7
2016,1197,3,1,70000,1,4,83,5,21.4,7
2019,1498,3,0,33000,1,1,118,5,17.0,16
2019,1396,4,1,76769,1,1,88,5,21.63,7
2014,1197,3,1,80000,3,4,88,5,21.63,19
2018,1197,4,1,80000,1,4,83,5,21.4,7
2019,1498,3,0,40000,3,4,118,5,17.0,5
2017,1497,4,0,36964,1,4,117,5,18.0,19
2019,1197,3,1,42474,1,4,81,5,18.9,7
2016,1197,4,1,33000,1,4,82,5,18.9,7
2019,1197,3,1,67409,1,0,78,5,21.63,7
2019,1197,0,1,33000,1,4,78,5,18.75,21
2016,1498,4,1,40251,1,1,98,5,21.63,21
2014,1248,3,1,80000,1,1,78,5,21.63,7
2018,1197,3,1,80000,2,4,81,5,18.9,7
2014,1498,3,1,80000,1,4,118,5,17.01,19
2018,1396,3,1,50000,1,1,88,5,21.63,7
2018,1396,3,1,50000,1,1,88,5,21.63,7
2019,1498,3,0,33000,1,1,118,5,17.0,21
2019,1197,3,1,47473,1,0,78,5,21.63,7
2019,1197,4,1,33000,1,0,78,5,21.63,7
2019,1197,3,1,33000,1,4,81,5,20.89,7
2016,1248,3,1,79772,2,1,88,5,21.63,21
2019,1199,4,1,33000,1,4,88,5,18.6,19
2019,1197,3,1,53642,2,4,83,5,21.4,7
2019,1197,0,1,33000,1,4,81,5,18.9,7
2019,1498,0,1,80000,1,1,93,5,21.63,19
2016,1248,3,1,80000,1,1,88,5,21.63,21
2017,1248,3,1,80000,1,1,91,5,20.5,7
2018,1197,3,1,80000,2,0,78,5,21.63,7
2019,1197,3,1,33000,1,4,108,5,17.0,21
2014,1498,3,1,80000,2,1,118,5,17.0,21
2019,1197,3,1,33000,1,4,81,5,20.5,19
2017,1498,3,0,38000,1,1,118,5,20.68,21
2018,1197,4,1,63970,1,4,81,5,20.14,19
2017,1197,4,1,63899,1,4,81,5,18.6,7
2017,1197,4,1,43922,1,4,78,5,21.63,7
2016,1197,3,0,36998,1,4,78,5,21.63,7
2018,1197,3,1,36361,1,4,78,5,21.63,7
2017,1498,4,0,80000,2,1,118,5,17.0,21
2015,1197,0,1,36627,1,4,78,5,21.63,7
2019,1197,3,1,33000,2,4,78,5,21.63,7
2018,1248,3,0,57238,1,1,88,5,21.63,21
2014,1199,3,1,80000,2,1,78,5,21.63,7
2014,1498,3,0,80000,1,1,118,5,17.0,19
2014,1498,3,1,80000,1,1,118,5,17.0,21
2019,1498,4,0,33000,1,4,118,5,17.0,19
2019,1498,3,1,33000,1,1,118,5,17.0,21
2014,1498,3,0,80000,1,1,118,5,17.05,21
2014,1248,3,1,80000,1,1,78,5,21.63,7
2019,1498,4,0,75000,1,1,118,5,17.0,21
2019,1497,3,0,64000,2,1,115,5,20.0,21
2019,1498,3,1,70666,2,4,118,5,17.0,19
2016,1198,4,1,33000,1,4,82,5,18.15,21
2017,1248,4,1,80000,1,1,88,5,21.63,19
2014,1248,4,1,80000,2,1,78,5,21.63,7
2018,1197,0,1,73146,1,4,78,5,21.63,7
2018,1197,0,0,80000,1,4,83,5,21.4,7
2019,1498,0,1,77459,1,1,98,5,21.63,21
2019,1199,3,1,33000,1,4,86,5,20.09,21
2018,1498,3,0,80000,1,1,118,5,17.01,21
2014,1498,3,1,80000,3,1,118,5,17.0,21
2019,1462,4,1,33000,1,4,103,5,20.65,19
2014,1498,3,1,40000,1,1,98,5,21.63,19
2014,1198,3,1,80000,2,4,90,5,17.0,7
2019,1498,4,0,33000,1,4,118,5,17.0,21
2018,1498,3,1,33000,1,1,118,5,17.0,21
2019,1197,0,1,55862,1,4,78,5,20.3,7
2019,1197,0,1,33000,1,4,88,5,21.63,19
2019,1498,3,0,52000,1,1,118,5,17.0,16
2016,1498,0,1,74338,2,4,118,5,17.0,21
2019,1197,3,1,33000,1,4,81,5,21.01,7
2019,1197,0,1,33000,2,4,78,5,21.63,7
2019,1197,0,1,33000,1,4,78,5,21.63,7
2014,1197,3,0,80000,5,4,78,5,21.63,7
2017,1498,3,0,80000,1,1,118,5,19.33,19
2014,1248,3,1,80000,1,1,78,5,21.63,7
2019,1199,3,1,33000,1,4,84,5,19.28,19
2017,1461,3,0,50000,1,1,108,5,19.6,21
2014,1498,3,0,70000,1,4,105,5,17.0,19
2019,1497,0,1,60222,1,1,88,5,21.63,7
2019,1197,3,1,33000,3,4,78,5,21.63,7
2017,1197,3,1,51498,1,4,78,5,21.63,7
2018,1498,0,0,80000,2,1,118,5,17.0,21
2019,1197,3,1,39749,1,4,78,5,21.63,7
2014,1197,4,1,80000,2,4,78,5,21.63,7
2019,1197,3,1,80000,1,4,83,5,21.4,7
2019,1498,3,0,33000,1,1,118,5,17.0,21
2014,1197,3,1,80000,3,4,78,5,19.0,7
2014,1461,3,1,80000,3,1,83,5,20.45,21
2014,1498,3,1,80000,1,1,105,5,17.0,21
2016,1396,3,1,80000,1,1,88,5,21.63,7
2019,1197,0,1,33000,1,4,81,5,21.01,7
2019,1197,0,1,33000,2,4,81,5,21.01,7
2019,1197,0,1,33000,1,4,81,5,21.01,7
2014,1248,4,1,80000,3,1,78,5,21.63,7
2019,1197,3,1,33000,2,4,83,5,21.4,7
2014,1497,3,1,80000,2,4,116,5,17.0,19
2019,1197,3,1,33000,1,0,78,5,21.63,19
2015,1197,0,1,59994,1,4,88,5,21.63,19
2015,1498,4,0,75000,1,1,118,5,17.0,19
2016,1498,3,1,80000,2,4,118,5,17.0,21
2014,1498,3,1,80000,1,1,98,5,21.63,19
2014,1497,3,1,80000,3,4,78,5,17.7,19
2019,1197,3,1,33000,1,4,113,5,19.2,21
2016,1197,3,1,80000,1,4,85,5,19.0,19
2019,1197,3,1,33000,1,4,78,5,20.3,7
